! Step(1)  Incr(2)  Iter(3)        Time(4)        Temp(5)       eps_z(6)         phi(7)      eps_ci(8)      eps_co(9)        F_z(10)     Torque(11)        p_i(12)        p_o(13)      User defined output variables ...(14)
  
        2       37        3   0.13700E+001   0.00000E+000   0.52000E-002   0.12915E-001  -0.28919E-002  -0.28919E-002  -0.11920E+005   0.23112E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       38        3   0.13800E+001   0.00000E+000   0.48000E-002   0.13265E-001  -0.27008E-002  -0.27008E-002  -0.12286E+005   0.23380E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       39        3   0.13900E+001   0.00000E+000   0.44000E-002   0.13614E-001  -0.25096E-002  -0.25096E-002  -0.12644E+005   0.23642E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       40        2   0.14000E+001   0.00000E+000   0.40000E-002   0.13963E-001  -0.23181E-002  -0.23181E-002  -0.12993E+005   0.23897E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       41        3   0.14100E+001   0.00000E+000   0.36000E-002   0.14312E-001  -0.21265E-002  -0.21265E-002  -0.13335E+005   0.24146E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       42        2   0.14200E+001   0.00000E+000   0.32000E-002   0.14661E-001  -0.19347E-002  -0.19347E-002  -0.13670E+005   0.24390E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       43        2   0.14300E+001   0.00000E+000   0.28000E-002   0.15010E-001  -0.17427E-002  -0.17427E-002  -0.13997E+005   0.24627E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       44        2   0.14400E+001   0.00000E+000   0.24000E-002   0.15359E-001  -0.15505E-002  -0.15505E-002  -0.14316E+005   0.24859E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       45        2   0.14500E+001   0.00000E+000   0.20000E-002   0.15708E-001  -0.13582E-002  -0.13582E-002  -0.14629E+005   0.25085E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       46        2   0.14600E+001   0.00000E+000   0.16000E-002   0.16057E-001  -0.11657E-002  -0.11657E-002  -0.14934E+005   0.25306E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       47        2   0.14700E+001   0.00000E+000   0.12000E-002   0.16406E-001  -0.97298E-003  -0.97298E-003  -0.15233E+005   0.25521E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       48        2   0.14800E+001   0.00000E+000   0.80000E-003   0.16755E-001  -0.78013E-003  -0.78013E-003  -0.15525E+005   0.25731E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       49        2   0.14900E+001   0.00000E+000   0.40000E-003   0.17104E-001  -0.58711E-003  -0.58711E-003  -0.15810E+005   0.25936E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       50        2   0.15000E+001   0.00000E+000  -0.54210E-019   0.17453E-001  -0.39394E-003  -0.39394E-003  -0.16089E+005   0.26136E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       51        2   0.15100E+001   0.00000E+000  -0.40000E-003   0.17802E-001  -0.20062E-003  -0.20062E-003  -0.16361E+005   0.26331E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       52        2   0.15200E+001   0.00000E+000  -0.80000E-003   0.18151E-001  -0.71364E-005  -0.71364E-005  -0.16628E+005   0.26521E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       53        2   0.15300E+001   0.00000E+000  -0.12000E-002   0.18500E-001   0.18649E-003   0.18649E-003  -0.16888E+005   0.26707E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       54        2   0.15400E+001   0.00000E+000  -0.16000E-002   0.18850E-001   0.38027E-003   0.38027E-003  -0.17142E+005   0.26888E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       55        2   0.15500E+001   0.00000E+000  -0.20000E-002   0.19199E-001   0.57418E-003   0.57418E-003  -0.17391E+005   0.27064E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       56        2   0.15600E+001   0.00000E+000  -0.24000E-002   0.19548E-001   0.76824E-003   0.76824E-003  -0.17633E+005   0.27236E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       57        2   0.15700E+001   0.00000E+000  -0.28000E-002   0.19897E-001   0.96244E-003   0.96244E-003  -0.17870E+005   0.27404E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       58        2   0.15800E+001   0.00000E+000  -0.32000E-002   0.20246E-001   0.11568E-002   0.11568E-002  -0.18102E+005   0.27567E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       59        2   0.15900E+001   0.00000E+000  -0.36000E-002   0.20595E-001   0.13512E-002   0.13512E-002  -0.18328E+005   0.27727E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       60        2   0.16000E+001   0.00000E+000  -0.40000E-002   0.20944E-001   0.15458E-002   0.15458E-002  -0.18549E+005   0.27882E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       61        2   0.16100E+001   0.00000E+000  -0.44000E-002   0.21293E-001   0.17405E-002   0.17405E-002  -0.18765E+005   0.28034E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       62        2   0.16200E+001   0.00000E+000  -0.48000E-002   0.21642E-001   0.19354E-002   0.19354E-002  -0.18976E+005   0.28182E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       63        2   0.16300E+001   0.00000E+000  -0.52000E-002   0.21991E-001   0.21303E-002   0.21303E-002  -0.19182E+005   0.28326E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       64        2   0.16400E+001   0.00000E+000  -0.56000E-002   0.22340E-001   0.23254E-002   0.23254E-002  -0.19383E+005   0.28466E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       65        2   0.16500E+001   0.00000E+000  -0.60000E-002   0.22689E-001   0.25206E-002   0.25206E-002  -0.19579E+005   0.28603E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       66        2   0.16600E+001   0.00000E+000  -0.64000E-002   0.23038E-001   0.27159E-002   0.27159E-002  -0.19771E+005   0.28736E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       67        2   0.16700E+001   0.00000E+000  -0.68000E-002   0.23387E-001   0.29113E-002   0.29113E-002  -0.19958E+005   0.28866E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       68        2   0.16800E+001   0.00000E+000  -0.72000E-002   0.23736E-001   0.31068E-002   0.31068E-002  -0.20141E+005   0.28993E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       69        2   0.16900E+001   0.00000E+000  -0.76000E-002   0.24086E-001   0.33025E-002   0.33025E-002  -0.20319E+005   0.29117E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       70        2   0.17000E+001   0.00000E+000  -0.80000E-002   0.24435E-001   0.34982E-002   0.34982E-002  -0.20494E+005   0.29237E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       71        2   0.17100E+001   0.00000E+000  -0.84000E-002   0.24784E-001   0.36940E-002   0.36940E-002  -0.20664E+005   0.29354E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       72        2   0.17200E+001   0.00000E+000  -0.88000E-002   0.25133E-001   0.38900E-002   0.38900E-002  -0.20830E+005   0.29469E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       73        2   0.17300E+001   0.00000E+000  -0.92000E-002   0.25482E-001   0.40860E-002   0.40860E-002  -0.20992E+005   0.29580E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       74        2   0.17400E+001   0.00000E+000  -0.96000E-002   0.25831E-001   0.42821E-002   0.42821E-002  -0.21150E+005   0.29689E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       75        2   0.17500E+001   0.00000E+000  -0.10000E-001   0.26180E-001   0.44784E-002   0.44784E-002  -0.21304E+005   0.29794E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       76        2   0.17600E+001   0.00000E+000  -0.10400E-001   0.26529E-001   0.46747E-002   0.46747E-002  -0.21455E+005   0.29897E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       77        2   0.17700E+001   0.00000E+000  -0.10800E-001   0.26878E-001   0.48711E-002   0.48711E-002  -0.21602E+005   0.29998E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       78        2   0.17800E+001   0.00000E+000  -0.11200E-001   0.27227E-001   0.50675E-002   0.50675E-002  -0.21746E+005   0.30096E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       79        2   0.17900E+001   0.00000E+000  -0.11600E-001   0.27576E-001   0.52641E-002   0.52641E-002  -0.21886E+005   0.30191E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       80        2   0.18000E+001   0.00000E+000  -0.12000E-001   0.27925E-001   0.54608E-002   0.54608E-002  -0.22023E+005   0.30284E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       81        2   0.18100E+001   0.00000E+000  -0.12400E-001   0.28274E-001   0.56575E-002   0.56575E-002  -0.22156E+005   0.30374E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       82        2   0.18200E+001   0.00000E+000  -0.12800E-001   0.28623E-001   0.58543E-002   0.58543E-002  -0.22287E+005   0.30462E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       83        2   0.18300E+001   0.00000E+000  -0.13200E-001   0.28972E-001   0.60512E-002   0.60512E-002  -0.22414E+005   0.30548E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       84        2   0.18400E+001   0.00000E+000  -0.13600E-001   0.29322E-001   0.62481E-002   0.62481E-002  -0.22538E+005   0.30632E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       85        2   0.18500E+001   0.00000E+000  -0.14000E-001   0.29671E-001   0.64452E-002   0.64452E-002  -0.22659E+005   0.30713E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       86        2   0.18600E+001   0.00000E+000  -0.14400E-001   0.30020E-001   0.66423E-002   0.66423E-002  -0.22777E+005   0.30793E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       87        2   0.18700E+001   0.00000E+000  -0.14800E-001   0.30369E-001   0.68395E-002   0.68395E-002  -0.22892E+005   0.30870E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       88        2   0.18800E+001   0.00000E+000  -0.15200E-001   0.30718E-001   0.70367E-002   0.70367E-002  -0.23005E+005   0.30945E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       89        2   0.18900E+001   0.00000E+000  -0.15600E-001   0.31067E-001   0.72340E-002   0.72340E-002  -0.23115E+005   0.31019E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       90        2   0.19000E+001   0.00000E+000  -0.16000E-001   0.31416E-001   0.74314E-002   0.74314E-002  -0.23222E+005   0.31090E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       91        2   0.19100E+001   0.00000E+000  -0.16400E-001   0.31765E-001   0.76289E-002   0.76289E-002  -0.23326E+005   0.31160E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       92        2   0.19200E+001   0.00000E+000  -0.16800E-001   0.32114E-001   0.78264E-002   0.78264E-002  -0.23428E+005   0.31227E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       93        2   0.19300E+001   0.00000E+000  -0.17200E-001   0.32463E-001   0.80239E-002   0.80239E-002  -0.23528E+005   0.31293E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       94        2   0.19400E+001   0.00000E+000  -0.17600E-001   0.32812E-001   0.82215E-002   0.82215E-002  -0.23624E+005   0.31357E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       95        2   0.19500E+001   0.00000E+000  -0.18000E-001   0.33161E-001   0.84192E-002   0.84192E-002  -0.23719E+005   0.31420E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       96        2   0.19600E+001   0.00000E+000  -0.18400E-001   0.33510E-001   0.86170E-002   0.86170E-002  -0.23811E+005   0.31481E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       97        2   0.19700E+001   0.00000E+000  -0.18800E-001   0.33859E-001   0.88148E-002   0.88148E-002  -0.23901E+005   0.31540E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       98        2   0.19800E+001   0.00000E+000  -0.19200E-001   0.34208E-001   0.90126E-002   0.90126E-002  -0.23989E+005   0.31598E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       99        2   0.19900E+001   0.00000E+000  -0.19600E-001   0.34558E-001   0.92105E-002   0.92105E-002  -0.24075E+005   0.31654E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2      100        2   0.20000E+001   0.00000E+000  -0.20000E-001   0.34907E-001   0.94085E-002   0.94085E-002  -0.24159E+005   0.31709E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3        1        2   0.20100E+001   0.00000E+000  -0.19600E-001   0.34208E-001   0.92885E-002   0.92885E-002  -0.20891E+005   0.22443E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3        2        1   0.20200E+001   0.00000E+000  -0.19200E-001   0.33510E-001   0.91685E-002   0.91685E-002  -0.17624E+005   0.13176E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3        3        1   0.20300E+001   0.00000E+000  -0.18800E-001   0.32812E-001   0.90485E-002   0.90485E-002  -0.14357E+005   0.39097E+005   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3        4        1   0.20400E+001   0.00000E+000  -0.18400E-001   0.32114E-001   0.89285E-002   0.89285E-002  -0.11090E+005  -0.53568E+005   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3        5        3   0.20500E+001   0.00000E+000  -0.18000E-001   0.31416E-001   0.88002E-002   0.88002E-002  -0.81619E+004  -0.67711E+005   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3        6        3   0.20600E+001   0.00000E+000  -0.17600E-001   0.30718E-001   0.86557E-002   0.86557E-002  -0.58928E+004  -0.79876E+005   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3        7        3   0.20700E+001   0.00000E+000  -0.17200E-001   0.30020E-001   0.84996E-002   0.84996E-002  -0.40991E+004  -0.91508E+005   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3        8        3   0.20800E+001   0.00000E+000  -0.16800E-001   0.29322E-001   0.83351E-002   0.83351E-002  -0.26519E+004  -0.10270E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3        9        3   0.20900E+001   0.00000E+000  -0.16400E-001   0.28623E-001   0.81643E-002   0.81643E-002  -0.14579E+004  -0.11348E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       10        3   0.21000E+001   0.00000E+000  -0.16000E-001   0.27925E-001   0.79890E-002   0.79890E-002  -0.45054E+003  -0.12388E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       11        3   0.21100E+001   0.00000E+000  -0.15600E-001   0.27227E-001   0.78102E-002   0.78102E-002   0.41812E+003  -0.13389E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       12        3   0.21200E+001   0.00000E+000  -0.15200E-001   0.26529E-001   0.76289E-002   0.76289E-002   0.11823E+004  -0.14353E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       13        3   0.21300E+001   0.00000E+000  -0.14800E-001   0.25831E-001   0.74457E-002   0.74457E-002   0.18664E+004  -0.15279E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       14        3   0.21400E+001   0.00000E+000  -0.14400E-001   0.25133E-001   0.72609E-002   0.72609E-002   0.24882E+004  -0.16169E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       15        3   0.21500E+001   0.00000E+000  -0.14000E-001   0.24435E-001   0.70749E-002   0.70749E-002   0.30603E+004  -0.17023E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       16        3   0.21600E+001   0.00000E+000  -0.13600E-001   0.23736E-001   0.68879E-002   0.68879E-002   0.35917E+004  -0.17843E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       17        3   0.21700E+001   0.00000E+000  -0.13200E-001   0.23038E-001   0.67001E-002   0.67001E-002   0.40893E+004  -0.18628E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       18        3   0.21800E+001   0.00000E+000  -0.12800E-001   0.22340E-001   0.65116E-002   0.65116E-002   0.45579E+004  -0.19380E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       19        3   0.21900E+001   0.00000E+000  -0.12400E-001   0.21642E-001   0.63225E-002   0.63225E-002   0.50011E+004  -0.20100E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       20        3   0.22000E+001   0.00000E+000  -0.12000E-001   0.20944E-001   0.61328E-002   0.61328E-002   0.54217E+004  -0.20790E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       21        3   0.22100E+001   0.00000E+000  -0.11600E-001   0.20246E-001   0.59425E-002   0.59425E-002   0.58218E+004  -0.21449E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       22        3   0.22200E+001   0.00000E+000  -0.11200E-001   0.19548E-001   0.57519E-002   0.57519E-002   0.62030E+004  -0.22080E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        3       23        3   0.22300E+001   0.00000E+000  -0.10800E-001   0.18850E-001   0.55608E-002   0.55608E-002   0.65666E+004  -0.22683E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
