! Step(1)  Incr(2)  Iter(3)        Time(4)        Temp(5)       eps_z(6)         phi(7)      eps_ci(8)      eps_co(9)        F_z(10)     Torque(11)        p_i(12)        p_o(13)      User defined output variables ...(14)
  
        0        0        0   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1        1        2   0.10000E-001   0.00000E+000   0.20000E-003   0.00000E+000  -0.60000E-004  -0.60000E-004   0.16336E+004   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1        2        1   0.20000E-001   0.00000E+000   0.40000E-003   0.00000E+000  -0.12000E-003  -0.12000E-003   0.32673E+004   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1        3        1   0.30000E-001   0.00000E+000   0.60000E-003   0.00000E+000  -0.18000E-003  -0.18000E-003   0.49009E+004   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1        4        1   0.40000E-001   0.00000E+000   0.80000E-003   0.00000E+000  -0.24000E-003  -0.24000E-003   0.65345E+004   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1        5        1   0.50000E-001   0.00000E+000   0.10000E-002   0.00000E+000  -0.30000E-003  -0.30000E-003   0.81681E+004   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1        6        1   0.60000E-001   0.00000E+000   0.12000E-002   0.00000E+000  -0.36000E-003  -0.36000E-003   0.98018E+004   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1        7        1   0.70000E-001   0.00000E+000   0.14000E-002   0.00000E+000  -0.42000E-003  -0.42000E-003   0.11435E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1        8        3   0.80000E-001   0.00000E+000   0.16000E-002   0.00000E+000  -0.49667E-003  -0.49667E-003   0.12388E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1        9        3   0.90000E-001   0.00000E+000   0.18000E-002   0.00000E+000  -0.59003E-003  -0.59003E-003   0.12659E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       10        3   0.10000E+000   0.00000E+000   0.20000E-002   0.00000E+000  -0.68341E-003  -0.68341E-003   0.12930E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       11        2   0.11000E+000   0.00000E+000   0.22000E-002   0.00000E+000  -0.77681E-003  -0.77681E-003   0.13199E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       12        2   0.12000E+000   0.00000E+000   0.24000E-002   0.00000E+000  -0.87023E-003  -0.87023E-003   0.13468E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       13        2   0.13000E+000   0.00000E+000   0.26000E-002   0.00000E+000  -0.96366E-003  -0.96366E-003   0.13736E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       14        2   0.14000E+000   0.00000E+000   0.28000E-002   0.00000E+000  -0.10571E-002  -0.10571E-002   0.14004E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       15        2   0.15000E+000   0.00000E+000   0.30000E-002   0.00000E+000  -0.11506E-002  -0.11506E-002   0.14270E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       16        2   0.16000E+000   0.00000E+000   0.32000E-002   0.00000E+000  -0.12441E-002  -0.12441E-002   0.14536E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       17        2   0.17000E+000   0.00000E+000   0.34000E-002   0.00000E+000  -0.13376E-002  -0.13376E-002   0.14801E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       18        2   0.18000E+000   0.00000E+000   0.36000E-002   0.00000E+000  -0.14311E-002  -0.14311E-002   0.15066E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       19        2   0.19000E+000   0.00000E+000   0.38000E-002   0.00000E+000  -0.15247E-002  -0.15247E-002   0.15330E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       20        2   0.20000E+000   0.00000E+000   0.40000E-002   0.00000E+000  -0.16182E-002  -0.16182E-002   0.15592E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       21        2   0.21000E+000   0.00000E+000   0.42000E-002   0.00000E+000  -0.17118E-002  -0.17118E-002   0.15855E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       22        2   0.22000E+000   0.00000E+000   0.44000E-002   0.00000E+000  -0.18054E-002  -0.18054E-002   0.16116E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       23        2   0.23000E+000   0.00000E+000   0.46000E-002   0.00000E+000  -0.18990E-002  -0.18990E-002   0.16377E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       24        2   0.24000E+000   0.00000E+000   0.48000E-002   0.00000E+000  -0.19926E-002  -0.19926E-002   0.16637E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       25        2   0.25000E+000   0.00000E+000   0.50000E-002   0.00000E+000  -0.20863E-002  -0.20863E-002   0.16896E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       26        2   0.26000E+000   0.00000E+000   0.52000E-002   0.00000E+000  -0.21800E-002  -0.21800E-002   0.17155E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       27        2   0.27000E+000   0.00000E+000   0.54000E-002   0.00000E+000  -0.22737E-002  -0.22737E-002   0.17412E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       28        2   0.28000E+000   0.00000E+000   0.56000E-002   0.00000E+000  -0.23674E-002  -0.23674E-002   0.17669E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       29        2   0.29000E+000   0.00000E+000   0.58000E-002   0.00000E+000  -0.24611E-002  -0.24611E-002   0.17926E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       30        2   0.30000E+000   0.00000E+000   0.60000E-002   0.00000E+000  -0.25548E-002  -0.25548E-002   0.18181E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       31        2   0.31000E+000   0.00000E+000   0.62000E-002   0.00000E+000  -0.26486E-002  -0.26486E-002   0.18436E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       32        2   0.32000E+000   0.00000E+000   0.64000E-002   0.00000E+000  -0.27424E-002  -0.27424E-002   0.18690E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       33        2   0.33000E+000   0.00000E+000   0.66000E-002   0.00000E+000  -0.28362E-002  -0.28362E-002   0.18944E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       34        2   0.34000E+000   0.00000E+000   0.68000E-002   0.00000E+000  -0.29300E-002  -0.29300E-002   0.19196E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       35        2   0.35000E+000   0.00000E+000   0.70000E-002   0.00000E+000  -0.30238E-002  -0.30238E-002   0.19448E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       36        2   0.36000E+000   0.00000E+000   0.72000E-002   0.00000E+000  -0.31176E-002  -0.31176E-002   0.19700E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       37        2   0.37000E+000   0.00000E+000   0.74000E-002   0.00000E+000  -0.32115E-002  -0.32115E-002   0.19950E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       38        2   0.38000E+000   0.00000E+000   0.76000E-002   0.00000E+000  -0.33054E-002  -0.33054E-002   0.20200E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       39        2   0.39000E+000   0.00000E+000   0.78000E-002   0.00000E+000  -0.33993E-002  -0.33993E-002   0.20449E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       40        2   0.40000E+000   0.00000E+000   0.80000E-002   0.00000E+000  -0.34932E-002  -0.34932E-002   0.20698E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       41        2   0.41000E+000   0.00000E+000   0.82000E-002   0.00000E+000  -0.35871E-002  -0.35871E-002   0.20945E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       42        2   0.42000E+000   0.00000E+000   0.84000E-002   0.00000E+000  -0.36811E-002  -0.36811E-002   0.21192E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       43        2   0.43000E+000   0.00000E+000   0.86000E-002   0.00000E+000  -0.37751E-002  -0.37751E-002   0.21439E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       44        2   0.44000E+000   0.00000E+000   0.88000E-002   0.00000E+000  -0.38691E-002  -0.38691E-002   0.21684E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       45        2   0.45000E+000   0.00000E+000   0.90000E-002   0.00000E+000  -0.39631E-002  -0.39631E-002   0.21929E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       46        2   0.46000E+000   0.00000E+000   0.92000E-002   0.00000E+000  -0.40571E-002  -0.40571E-002   0.22173E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       47        2   0.47000E+000   0.00000E+000   0.94000E-002   0.00000E+000  -0.41511E-002  -0.41511E-002   0.22417E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       48        2   0.48000E+000   0.00000E+000   0.96000E-002   0.00000E+000  -0.42452E-002  -0.42452E-002   0.22659E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       49        2   0.49000E+000   0.00000E+000   0.98000E-002   0.00000E+000  -0.43393E-002  -0.43393E-002   0.22901E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       50        2   0.50000E+000   0.00000E+000   0.10000E-001   0.00000E+000  -0.44333E-002  -0.44333E-002   0.23143E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       51        2   0.51000E+000   0.00000E+000   0.10200E-001   0.00000E+000  -0.45275E-002  -0.45275E-002   0.23383E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       52        2   0.52000E+000   0.00000E+000   0.10400E-001   0.00000E+000  -0.46216E-002  -0.46216E-002   0.23623E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       53        2   0.53000E+000   0.00000E+000   0.10600E-001   0.00000E+000  -0.47157E-002  -0.47157E-002   0.23862E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       54        2   0.54000E+000   0.00000E+000   0.10800E-001   0.00000E+000  -0.48099E-002  -0.48099E-002   0.24101E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       55        2   0.55000E+000   0.00000E+000   0.11000E-001   0.00000E+000  -0.49041E-002  -0.49041E-002   0.24339E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       56        2   0.56000E+000   0.00000E+000   0.11200E-001   0.00000E+000  -0.49982E-002  -0.49982E-002   0.24576E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       57        2   0.57000E+000   0.00000E+000   0.11400E-001   0.00000E+000  -0.50925E-002  -0.50925E-002   0.24812E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       58        2   0.58000E+000   0.00000E+000   0.11600E-001   0.00000E+000  -0.51867E-002  -0.51867E-002   0.25048E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       59        2   0.59000E+000   0.00000E+000   0.11800E-001   0.00000E+000  -0.52809E-002  -0.52809E-002   0.25283E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       60        2   0.60000E+000   0.00000E+000   0.12000E-001   0.00000E+000  -0.53752E-002  -0.53752E-002   0.25518E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       61        2   0.61000E+000   0.00000E+000   0.12200E-001   0.00000E+000  -0.54695E-002  -0.54695E-002   0.25751E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       62        2   0.62000E+000   0.00000E+000   0.12400E-001   0.00000E+000  -0.55638E-002  -0.55638E-002   0.25984E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       63        2   0.63000E+000   0.00000E+000   0.12600E-001   0.00000E+000  -0.56581E-002  -0.56581E-002   0.26217E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       64        2   0.64000E+000   0.00000E+000   0.12800E-001   0.00000E+000  -0.57524E-002  -0.57524E-002   0.26448E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       65        2   0.65000E+000   0.00000E+000   0.13000E-001   0.00000E+000  -0.58467E-002  -0.58467E-002   0.26679E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       66        2   0.66000E+000   0.00000E+000   0.13200E-001   0.00000E+000  -0.59411E-002  -0.59411E-002   0.26910E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       67        2   0.67000E+000   0.00000E+000   0.13400E-001   0.00000E+000  -0.60355E-002  -0.60355E-002   0.27139E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       68        2   0.68000E+000   0.00000E+000   0.13600E-001   0.00000E+000  -0.61299E-002  -0.61299E-002   0.27368E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       69        2   0.69000E+000   0.00000E+000   0.13800E-001   0.00000E+000  -0.62243E-002  -0.62243E-002   0.27597E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       70        2   0.70000E+000   0.00000E+000   0.14000E-001   0.00000E+000  -0.63187E-002  -0.63187E-002   0.27824E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       71        2   0.71000E+000   0.00000E+000   0.14200E-001   0.00000E+000  -0.64132E-002  -0.64132E-002   0.28051E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       72        2   0.72000E+000   0.00000E+000   0.14400E-001   0.00000E+000  -0.65076E-002  -0.65076E-002   0.28277E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       73        2   0.73000E+000   0.00000E+000   0.14600E-001   0.00000E+000  -0.66021E-002  -0.66021E-002   0.28503E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       74        2   0.74000E+000   0.00000E+000   0.14800E-001   0.00000E+000  -0.66966E-002  -0.66966E-002   0.28728E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       75        2   0.75000E+000   0.00000E+000   0.15000E-001   0.00000E+000  -0.67911E-002  -0.67911E-002   0.28952E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       76        2   0.76000E+000   0.00000E+000   0.15200E-001   0.00000E+000  -0.68856E-002  -0.68856E-002   0.29176E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       77        2   0.77000E+000   0.00000E+000   0.15400E-001   0.00000E+000  -0.69802E-002  -0.69802E-002   0.29399E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       78        2   0.78000E+000   0.00000E+000   0.15600E-001   0.00000E+000  -0.70747E-002  -0.70747E-002   0.29621E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       79        2   0.79000E+000   0.00000E+000   0.15800E-001   0.00000E+000  -0.71693E-002  -0.71693E-002   0.29842E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       80        2   0.80000E+000   0.00000E+000   0.16000E-001   0.00000E+000  -0.72639E-002  -0.72639E-002   0.30063E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       81        2   0.81000E+000   0.00000E+000   0.16200E-001   0.00000E+000  -0.73585E-002  -0.73585E-002   0.30284E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       82        2   0.82000E+000   0.00000E+000   0.16400E-001   0.00000E+000  -0.74531E-002  -0.74531E-002   0.30503E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       83        2   0.83000E+000   0.00000E+000   0.16600E-001   0.00000E+000  -0.75478E-002  -0.75478E-002   0.30722E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       84        2   0.84000E+000   0.00000E+000   0.16800E-001   0.00000E+000  -0.76424E-002  -0.76424E-002   0.30940E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       85        2   0.85000E+000   0.00000E+000   0.17000E-001   0.00000E+000  -0.77371E-002  -0.77371E-002   0.31158E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       86        2   0.86000E+000   0.00000E+000   0.17200E-001   0.00000E+000  -0.78318E-002  -0.78318E-002   0.31375E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       87        2   0.87000E+000   0.00000E+000   0.17400E-001   0.00000E+000  -0.79265E-002  -0.79265E-002   0.31591E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       88        2   0.88000E+000   0.00000E+000   0.17600E-001   0.00000E+000  -0.80212E-002  -0.80212E-002   0.31807E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       89        2   0.89000E+000   0.00000E+000   0.17800E-001   0.00000E+000  -0.81159E-002  -0.81159E-002   0.32022E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       90        2   0.90000E+000   0.00000E+000   0.18000E-001   0.00000E+000  -0.82107E-002  -0.82107E-002   0.32237E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       91        2   0.91000E+000   0.00000E+000   0.18200E-001   0.00000E+000  -0.83054E-002  -0.83054E-002   0.32450E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       92        2   0.92000E+000   0.00000E+000   0.18400E-001   0.00000E+000  -0.84002E-002  -0.84002E-002   0.32663E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       93        2   0.93000E+000   0.00000E+000   0.18600E-001   0.00000E+000  -0.84950E-002  -0.84950E-002   0.32876E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       94        2   0.94000E+000   0.00000E+000   0.18800E-001   0.00000E+000  -0.85898E-002  -0.85898E-002   0.33088E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       95        2   0.95000E+000   0.00000E+000   0.19000E-001   0.00000E+000  -0.86847E-002  -0.86847E-002   0.33299E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       96        2   0.96000E+000   0.00000E+000   0.19200E-001   0.00000E+000  -0.87795E-002  -0.87795E-002   0.33510E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       97        2   0.97000E+000   0.00000E+000   0.19400E-001   0.00000E+000  -0.88744E-002  -0.88744E-002   0.33719E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       98        2   0.98000E+000   0.00000E+000   0.19600E-001   0.00000E+000  -0.89692E-002  -0.89692E-002   0.33929E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1       99        2   0.99000E+000   0.00000E+000   0.19800E-001   0.00000E+000  -0.90641E-002  -0.90641E-002   0.34137E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        1      100        2   0.10000E+001   0.00000E+000   0.20000E-001   0.00000E+000  -0.91590E-002  -0.91590E-002   0.34345E+005   0.00000E+000   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2        1        4   0.10100E+001   0.00000E+000   0.19600E-001   0.34907E-003  -0.90431E-002  -0.90431E-002   0.30912E+005   0.45891E+005   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2        2        4   0.10200E+001   0.00000E+000   0.19200E-001   0.69813E-003  -0.89935E-002  -0.89935E-002   0.24768E+005   0.74393E+005   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2        3        3   0.10300E+001   0.00000E+000   0.18800E-001   0.10472E-002  -0.89328E-002  -0.89328E-002   0.19079E+005   0.90084E+005   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2        4        3   0.10400E+001   0.00000E+000   0.18400E-001   0.13963E-002  -0.88425E-002  -0.88425E-002   0.14602E+005   0.99364E+005   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2        5        3   0.10500E+001   0.00000E+000   0.18000E-001   0.17453E-002  -0.87253E-002  -0.87253E-002   0.11218E+005   0.10583E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2        6        3   0.10600E+001   0.00000E+000   0.17600E-001   0.20944E-002  -0.85881E-002  -0.85881E-002   0.86529E+004   0.11117E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2        7        3   0.10700E+001   0.00000E+000   0.17200E-001   0.24435E-002  -0.84368E-002  -0.84368E-002   0.66671E+004   0.11608E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2        8        3   0.10800E+001   0.00000E+000   0.16800E-001   0.27925E-002  -0.82755E-002  -0.82755E-002   0.50855E+004   0.12086E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2        9        3   0.10900E+001   0.00000E+000   0.16400E-001   0.31416E-002  -0.81073E-002  -0.81073E-002   0.37862E+004   0.12560E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       10        3   0.11000E+001   0.00000E+000   0.16000E-001   0.34907E-002  -0.79342E-002  -0.79342E-002   0.26858E+004   0.13031E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       11        3   0.11100E+001   0.00000E+000   0.15600E-001   0.38397E-002  -0.77577E-002  -0.77577E-002   0.17274E+004   0.13501E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       12        3   0.11200E+001   0.00000E+000   0.15200E-001   0.41888E-002  -0.75786E-002  -0.75786E-002   0.87209E+003   0.13966E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       13        3   0.11300E+001   0.00000E+000   0.14800E-001   0.45379E-002  -0.73977E-002  -0.73977E-002   0.92827E+002   0.14427E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       14        3   0.11400E+001   0.00000E+000   0.14400E-001   0.48869E-002  -0.72154E-002  -0.72154E-002  -0.62915E+003   0.14882E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       15        3   0.11500E+001   0.00000E+000   0.14000E-001   0.52360E-002  -0.70320E-002  -0.70320E-002  -0.13070E+004   0.15329E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       16        3   0.11600E+001   0.00000E+000   0.13600E-001   0.55851E-002  -0.68477E-002  -0.68477E-002  -0.19501E+004   0.15769E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       17        3   0.11700E+001   0.00000E+000   0.13200E-001   0.59341E-002  -0.66628E-002  -0.66628E-002  -0.25649E+004   0.16200E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       18        3   0.11800E+001   0.00000E+000   0.12800E-001   0.62832E-002  -0.64773E-002  -0.64773E-002  -0.31564E+004   0.16623E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       19        3   0.11900E+001   0.00000E+000   0.12400E-001   0.66323E-002  -0.62913E-002  -0.62913E-002  -0.37280E+004   0.17038E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       20        3   0.12000E+001   0.00000E+000   0.12000E-001   0.69813E-002  -0.61048E-002  -0.61048E-002  -0.42821E+004   0.17444E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       21        3   0.12100E+001   0.00000E+000   0.11600E-001   0.73304E-002  -0.59180E-002  -0.59180E-002  -0.48207E+004   0.17842E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       22        3   0.12200E+001   0.00000E+000   0.11200E-001   0.76794E-002  -0.57309E-002  -0.57309E-002  -0.53452E+004   0.18230E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       23        3   0.12300E+001   0.00000E+000   0.10800E-001   0.80285E-002  -0.55434E-002  -0.55434E-002  -0.58566E+004   0.18611E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       24        3   0.12400E+001   0.00000E+000   0.10400E-001   0.83776E-002  -0.53556E-002  -0.53556E-002  -0.63558E+004   0.18983E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       25        3   0.12500E+001   0.00000E+000   0.10000E-001   0.87266E-002  -0.51676E-002  -0.51676E-002  -0.68434E+004   0.19346E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       26        3   0.12600E+001   0.00000E+000   0.96000E-002   0.90757E-002  -0.49792E-002  -0.49792E-002  -0.73200E+004   0.19702E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       27        3   0.12700E+001   0.00000E+000   0.92000E-002   0.94248E-002  -0.47906E-002  -0.47906E-002  -0.77859E+004   0.20049E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       28        3   0.12800E+001   0.00000E+000   0.88000E-002   0.97738E-002  -0.46018E-002  -0.46018E-002  -0.82415E+004   0.20389E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       29        3   0.12900E+001   0.00000E+000   0.84000E-002   0.10123E-001  -0.44127E-002  -0.44127E-002  -0.86871E+004   0.20721E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       30        3   0.13000E+001   0.00000E+000   0.80000E-002   0.10472E-001  -0.42234E-002  -0.42234E-002  -0.91230E+004   0.21045E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       31        3   0.13100E+001   0.00000E+000   0.76000E-002   0.10821E-001  -0.40338E-002  -0.40338E-002  -0.95495E+004   0.21361E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       32        3   0.13200E+001   0.00000E+000   0.72000E-002   0.11170E-001  -0.38440E-002  -0.38440E-002  -0.99667E+004   0.21671E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       33        3   0.13300E+001   0.00000E+000   0.68000E-002   0.11519E-001  -0.36540E-002  -0.36540E-002  -0.10375E+005   0.21973E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       34        3   0.13400E+001   0.00000E+000   0.64000E-002   0.11868E-001  -0.34638E-002  -0.34638E-002  -0.10774E+005   0.22268E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       35        3   0.13500E+001   0.00000E+000   0.60000E-002   0.12217E-001  -0.32734E-002  -0.32734E-002  -0.11165E+005   0.22556E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
        2       36        3   0.13600E+001   0.00000E+000   0.56000E-002   0.12566E-001  -0.30827E-002  -0.30827E-002  -0.11547E+005   0.22837E+006   0.00000E+000   0.00000E+000   0.0000000000E+000
  
